vid_id,chunk_id,text
videoBHtNf5invUI,27,"in the supracellular infraciasmatic space is removed.
 In order to proceed with removal of the tumor located
 in the interpeduncular space,
 the pituitary gland needs to be mobilized laterally
 and the dura located in the retrocellular space
 needs to be opened.
 The intradural pituitary hemitransposition
 allows exposure of the intradural"
videoBHtNf5invUI,28,"retrocellular space needs to be opened. The intradural pituitary hemitransposition
 allows exposure of the interpeduncular cistern and further tumor resection in that area."
videoBHtNf5invUI,29,The inferior hypophysio artery originated from
videoBHtNf5invUI,30,"The inferior hypofysial artery originated from the meningo-hypofysial trunk at the posterior
 genome of the cavernous carotid is encountered and then coagulated and cut in order to allow
 further mobilization of the pituitary gland."
videoBHtNf5invUI,31,"at the posterior genus of the cavernous carotid is encountered and then coagulated and cut
 in order to allow further mobilization of the pituitary gland."
videoBHtNf5invUI,32,"tip, posterior cerebral arteries, superior cerebellar arteries, and oculomotor
 nerves are identified. Further mobilization of the pituitary gland and
 stalk and use of angled endoscopes allow visualization of the upper right hand
 corner of the cistern. A fibrous component of the two"
videoBHtNf5invUI,33,"and stalk, and use of angled endoscopes allow visualization of the upper right hand corner
 of the cistern.
 A fibrous component of the tumor is observed near the perforating branches originated from
 the basilar tip.
 Further resection in this area is deemed excessively risky due to the risks of vascular injury
 ."
videoBHtNf5invUI,34,"branch has originated from the basilar tip. Further resection in this area is
 deemed excessively risky due to the risks of vascular injury and therefore
 further tumor resection is not pursued. This image demonstrates the surgical
 corridors above and lateral depituitary gland used for resection of this tumor."
videoBHtNf5invUI,35,"section is not pursued. This image demonstrates the surgical corridors above
 and lateral the pituitary gland used for resection of this tumor.
 Skull base reconstruction is then done in a multi-layer fashion with DuraGen
 inlay"
videoBHtNf5invUI,36,"additional dura substitutum onlay, supported by fibrillar, followed by the positioning
 of the vascularized nasoceptal flap over the bone and dura opening."
videoBHtNf5invUI,37,"fibrillar, followed by the positioning of the vascularized nasoceptal flap over the bone and
 dura opening, held in place by dura sealants and absorbable nasal packing.
 Post-operative images demonstrate the near total resection of this tumor with a small residual"
videoBHtNf5invUI,38,"place by duracilin and absorbable nasal packing. Post-operative images demonstrate the near total
 resection of this tumor with a small residual tumor left in the right aspect of the supracellular
 space. The patient had an uneventful post-operative course and was discharged home at post-operative
 day three. She did not present additional hormonal deficits after surgery. Long-term follow-up is
 required for evaluation of endocrine function, considering the possibility of new post-operative
 hypopituitarism after pituitary transposition, as reported in previous studies."
cil034xgU0U,0,"The location of the superior sagittal sinus, the planned incision, and the tumor is marked on the skin for surgical planning.
 This is a view through the surgical microscope.
 Again, the location of the tumor and also the planned craniotomy is well marked on the skin.
 Again, this is the tumor location right under the skull, and this is a planned craniotomy to cover the margins and also for exposure of the dura immediately adjacent to the tumor.
 The bone flap is removed very carefully to the edge of the superior sagittal sinus.
 After craniotomy, the overlying dura is bipolar coagulated to devascularize the tumor, which is supplied by dura."
cil034xgU0U,1,"After craniotomy, the overlying dura is bipolar coagulated to devascularize the tumor, which is supplied by dura and branches of the external carotid artery.
 Next, we identify the location of the superior sagittal sinus.
 It is very important to plan for potential bleeding from the superior sagittal sinus.
 Therefore, we will undercut the skull immediately overlying the superior sagittal sinus using high-speed drill as well as gold-tipped kerosene rongeurs.
 Subsequent to this, we will place tack-up sutures at the edge of the superior sagittal sinus to prevent and control any potential hemorrhage from the sinus,
 which can happen as a result of traction injury and laparoscopy.
 Here, the superior border of the superior sagittal sinus is exposed, and tack-up sutures are placed.
 We usually put more tack-up holes than we utilize.
 The general strategy is to first devascularize the tumor, then debulk it, and then finally dissect it out from the surrounding tissues.
 Here, we are devascularizing the tumor with bipolar cautery.
 First of all, we will do a blood test.
 First of all, we will do a blood test.
 Well, thank you, sir.
 So, we have done a right frontal craniotomy.
 This is the location of the superior sagittal sinus.
 We have exposed the superior sagittal sinus completely and covered it, tack-up sutures, for minimizing the bleeding.
 This is a tumor, meningioma, and we have created a border between the meningioma and the right frontal lobe.
 And we vascularized the meningioma.
 It's completely vascularized.
 Not completely, but mostly.
 Now, what we like to do is completely decompress the tumor so that we can minimize any manipulation of the frontal lobe
 and bring it out in a very gentle manner.
 On face.
 We use the ultrasonic habit on for this purpose.
 And that's it."
cil034xgU0U,2,"We use the ultrasonic cavity on it for this purpose.
 So now, we are using the ultrasonic aspirator
 to decompress the tumor, bringing it to a smaller volume
 before we establish its border with the rest of the brain.
 That way we don't manipulate the large bulk of tumor
 and therefore causing pressure on the brain.
 Very gently, you follow the normal volume.
 We've already devascularized it mostly,
 so hopefully we won't have much bleeding here.
 Carefully stay close to the capsule.
 And when you do so, less movement is more."
cil034xgU0U,3,"we haven't had, we haven't done it, but that's all I want to say.
 Yeah, it's just, it's only been three or five."
cil034xgU0U,4,
cil034xgU0U,5,"As we use ultrasonic aspirator, it is very important to make sure that we don't penetrate the outer edge of the tumor or the capsule."
cil034xgU0U,6,"use ultrasonic aspirator it is very important to make sure that we don't
 penetrate the outer edge of the tumor or the capsule in which case we may damage
 these adjacent brain so it's very critical to maintain a good control of
 the amount of penetration performed by the ultrasonic aspirator and we use
 computer navigation back and forth to ensure that we are not going outside the
 outer edge of the tumor and damage the brain samples of the tumor are sent for
 pathological studies"
cil034xgU0U,7,"what period of the time and you have to be aggressive at that level because that's where
 you're going to see a recurrence and so you have to be able to breathe."
vIzR4PVvSGY,0,"Before starting any endoscopical procedure, in particular an endoscopic submucosal dissection,
 a proper and extensive evaluation of the lesion must be accomplished. White light endoscopy,
 digital chromoendoscopy and magnification are useful technologies to assess the polyp extension if"
vIzR4PVvSGY,1,"White light endoscopy, digital chromoendoscopy, and magnification are useful technologies to assess the polyp extension, its mucosal pattern, and therefore predict risk of malignancy.
 In this case, a 65-year-old woman presents with a recurrence of a polyp previously treated with endoscopic mucosal resection.
 The biopsy and the endoscopic evaluation suggest an adenoma with high-grade dysplasia."
vIzR4PVvSGY,2,
vIzR4PVvSGY,3,"An osmotic agent is injected in the submucosal space outside the lesion margins.
 We prefer using a voluven-based solution with indigo carmine and adrenaline
 because it lasts longer than saline but is less expensive than sodium hyaluronate."
vIzR4PVvSGY,4,"and adrenaline because it lasts longer than saline but is less expensive than sodium hyaluronate.
 After completing the submucosal space injection the needle is exchanged for an endoscopic knife.
 In this case we used a ball tip shaped one with the ability to inject the previously
 described solution. Traditionally in esophageal and gastric endoscopic submucosal dissection
 marking outside the lesion limits is required before the mucotomy."
vIzR4PVvSGY,5,"Traditionally, in esophageal and gastric endoscopic submucosal dissection, marking outside the
 lesion limits is required before the mucotomy.
 Nevertheless, in colonic and rectal lesions this is not necessary.
 As you may recognize in this video, the margins of the polyp are clearly identified after
 the submucosal space injection."
vIzR4PVvSGY,6,"after the submucosal space injection.
 Our group supports a complete circumferential mucotomy
 before starting the submucosal dissection."
vIzR4PVvSGY,7,Our group supports a complete circumferential mucotomy before starting the submucosal dissection.
vIzR4PVvSGY,8,"Submucosal dissection is carried out using the traction provided with the distal attachment.
 Repeated injections of the solution to the submucosal space allows a better visualization of the plane of the dissection
 that should be carried out right above the muscular layer.
 Small vessels are often encountered during the procedure.
 Most of them are adequately coagulated with the same knife.
 Larger ones may require hemostasis with coagulation"
vIzR4PVvSGY,9,"are often encountered during the procedure.
 Most of them are adequately coagulated with the same knife.
 Larger ones may require hemostasis with coagulation forceps.
 Once the dissection is completed,
 the resected specimen can be retrieved with a Roth net."
vIzR4PVvSGY,10,"A thorough evaluation of the ulcer is performed to detect muscle layer defects
 that may require clipping of vessels which should be coagulated."
zSfZCtzZbe0,0,"The patient is usually placed in a supine position and the wrist restraints are commonly used during the procedure.
 A dose of parenteral antibiotic is given 30 minutes before the procedure for prophylaxis.
 A peck set and pair of sterile surgical gloves is placed on a bedside tray.
 The gastrostomy site is carefully selected and marked based on the following maneuvers.
 Apply adequate endoscopic insufflation to bring the gastric wall in opposition with the abdominal wall and to minimize the risk of having tissue or other organ lay between.
 The optimal site is usually in the left side.
 The left upper quadrant about 2-3 cm below the costal margin or occasionally in the epigastric area.
 Obtain"
zSfZCtzZbe0,1,"below the costal margin, or occasionally in the epigastric area,
 obtain optimal transabdominal light illumination and external finger or digital indentation.
 The room light are dimmed and the tip of the endoscope is directed to face the anterior abdominal wall.
 The ideal side is selected and marked after endoscopically confirmed digital indentation
 at the location of maximum light transillumination.
 The skin at the marked side is prepped with topical antiseptic in a sterile fashion.
 The assistant opens the sealed cover of the PET set
 and puts the skin on the topical antiseptic in a sterile fashion.
 and puts the skin on the topical antiseptic in a sterile fashion.
 The assistant then passes the enclosed endoscopic snare and PET tube to the endoscopic staff.
 The region around the marked side is dressed with a sterile drape.
 The assistant is preparing for the endoscopic staff."
zSfZCtzZbe0,2,The assistant is preparing for local anesthesia injection with a 10 ml 1% xyloquine and a 25 gauge injection needle.
zSfZCtzZbe0,3,"This selected site again is confirmed by applying digital indentation on the gastric wall.
 Advance the needle vertically into the stomach under endoscopic guidance.
 During deep needle advancement and needle withdrawal outside this gastric lumen,
 apply negative pressure on the syringe plunger
 to ensure no air,
 stool, or blood return into the syringe.
 Air or stool aspiration may indicate puncture of adjacent organ such as colon or small bowel.
 Administer 1% xyloquine during needle withdrawal at 0.5 to 1 cc aliquot
 within the needle path after each intermittent negative pressure test.
 About one centimeter skin incision is made at the marked site with a surgical scalpel."
zSfZCtzZbe0,4,"A large bore 13.5 gauge needle with a cover sheath is advanced following the prior needle path into the stomach, guided by endoscopy.
 The needle is then removed."
zSfZCtzZbe0,5,"endoscopy. The needle is then removed. The peg wire is brought through the cannula into
 the stomach and grasped by the endoscopic snare. The endoscope with secured wire"
zSfZCtzZbe0,6,"and grasped by the endoscopic snare.
 The endoscope with secured wire is withdrawn through the mouth."
zSfZCtzZbe0,7,"The oral end of the wire is usually looped.
 The wire tip is first passed through the open loop at the tip of the feeding tube.
 The wire loop is then opened and the internal bumper of the PEG tube is passed through.
 Now the wire and the PEG tube are firmly knotted. The external surface of the internal bumper
 and the external tubing are lubricated. We are inserting the feeding tube, usually 20 or 24 French,
 using the standard pull-through technique. Slowly and firmly, the assistant is pulling the wire
 from the abdominal side, bringing the introducer and PEG tube from the mouth into the stomach.
 Occasionally,
 additional deeper skin incision is needed to cut the hypodermis in order to pull the PEG tube."
zSfZCtzZbe0,8,"Occasionally, additional deeper skin incision is needed to cut the hypodermis in order to
 pull the PEG tube through the abdominal wall.
 The antibiotic cream is applied around the PEG stoma.
 The external bumper or boister is applied over the PEG tube next to the skin.
 Every tension is applied on the external bumper to minimize the risk of bleeding and leakage.
 On the other hand, excessive tension should be avoided."
zSfZCtzZbe0,9,"minimize the risk of bleeding and leakage. On the other hand, excessive tension should be avoided
 to minimize the risk of barrier bumper syndrome development. The C-clamp is applied over the
 PEG tube. The PEG tube is cut from the introducer and trimmed to the appropriate length about 20
 centimeters. The Y adapter is placed to the end of the PEG tube, one opening for tube feeding
 and the other one for water flushing. Document the position of the external bumper
 on the PEG tubing in terms of centimeters in the endoscopy report."
zSfZCtzZbe0,10,In selected patients with
zSfZCtzZbe0,11,an indication for post-pyloric enteral feeding. The PEG tube can be converted to PEG-jejunal tube
zSfZCtzZbe0,12,for jejunal feeding. A jejunal feeding tube usually 9 or 12 frames
zSfZCtzZbe0,13,"A jejunum feeding tube, usually 9 or 12 French, is inserted through a large diameter PEG tube.
 The inserted jejunum tube can be grasped endoscopically."
zSfZCtzZbe0,14,"inserted through a large diameter PEG tube. The inserted jejunion tube can be
 grasped endoscopically and dragged into the small bowel."
zSfZCtzZbe0,15,"Endoclips can be applied to anchor the jejunal tube in the small bowel, minimizing the risk of proximal"
zSfZCtzZbe0,16,"migration. PEP2 placement is indicated in patients requiring median to long-term
 enteral feeding and with impaired swallowing."
Zhe2e0k0ffo,0,
Zhe2e0k0ffo,1,"This is a 20-plus-year-old patient who presented with several weeks' history of headache,
 progressive weakness on the left side of the body, as well as difficulty with gait and balance.
 On physical examination, patient was alert and oriented,
 but had some left-sided hemiparesis, or weakness, with upper tract signs.
 Essentially, patient had sustained clonus, positive Hoffman, and Babinski reflexes.
 A positive Hoffman sign is named after German neurologist Dr. Johann Hoffman.
 It is suggestive of corticospinal tract dysfunction, which is responsible for voluntary motor function,
 and is localized to a cervical segment of the spinal cord or above.
 A positive Babinski, on the other hand, is named after French neurologist Joseph Babinski,
 likewise suggesting of disruption of the corticospinal tract, but anywhere in the spinal cord or brain.
 MRI scan of the brain.
 showed a large mass at the temporoparietal junction with significant local mass effect and vasogenic edema,
 thus explaining the neurological findings of corticospinal tract dysfunction and weakness on the left side.
 Patient was taken to the operating room for surgical resection of this tumor using computer navigation and neurophysiological monitoring with brain mapping.
 He was positioned supine with shoulder roll elevating the right shoulder and
 head comfortably turned to the left, exposing the temporoparietal area.
 Computer navigation was used to localize the tumor and the incision was planned along a plane
 bisecting the anterior and posterior poles."
Zhe2e0k0ffo,2,"of the tumor. Here's a view through the surgical microscope. The surgical corridor was optimized
 for a dissection plane parallel to primary motor and sensory cortex, minimizing shear forces on
 these delicate tracks during the dissection. Primary sensory cortex is in the anterior and
 superior portion of the surgical exposure. A circular bone flap was then elevated using a
 single burr hole, exposing the underlying relaxed dura. This relaxation is of course
 induced chemically using hypertonic saline and mannitol. Upon opening of dura, the tumor can be
 easily seen and distinguished from the normal brain. We performed a sleep mapping, delivering
 stimulus of about two to three seconds, starting at two milliamp and increased it in two milliamp
 increments, approximating the posterior border of post-central gyrus,
 or primary sensory cortex."
Zhe2e0k0ffo,3,"increments, approximating the posterior border of postcentral gyrus or primary sensory cortex.
 Sodium fluorescing guided microscopy combined with computer navigation was used to confirm
 the location of the tumor. Bipolar cautery and microsuction was used to establish a border
 between the tumor and surrounding brain. Low current bipolar cautery is used frequently
 to harden the capsule of the tumor, rendering it more distinct than the adjacent delicate
 brain tissue. Tumor is seemingly removed in one piece in a gross total fashion. However,
 we are well aware of our blind spot in the inferior border of the exposure and pole of the tumor."
Zhe2e0k0ffo,4,"Sodium Fluorosine guided microscopy showed an area in the blind corner suspicious for
 residual tumor.
 This area is further explored and additional tumor is discovered and removed with no injury
 to the surrounding brain.
 Hydrogen peroxide solution soaked cotton balls is laid over the cavity of the tumor resection
 site for both destruction"
Zhe2e0k0ffo,5,"Hydrogen peroxide solution-soaked cotton balls is laid over the cavity of the tumor resection site
 for both destruction of the tumor and the destruction of the tumor."
Zhe2e0k0ffo,6,"neoplastic cells that may reside in the cavity and also for hemostasis. The
 cavity is also covered with hemostatic agent."
Zhe2e0k0ffo,7,cavity is also covered with hemostatic agent.
videolXA1gUYRjWo,0,
videolXA1gUYRjWo,1,"A 75-year-old woman with a history of compensated alcohol-related cirrhosis underwent upper endoscopy for variceal screening.
 A 1-centimeter upper oesophageal submucosal lesion was incidentally found.
 On endoscopic ultrasound, a 1-by-1-centimeter oval hypoechoic and homogeneous mass with well-demarcated borders was identified.
 Pathology from biopsies were consistent with gastrointestinal stromal tumor.
 Patients opted for endoscopic therapy."
videolXA1gUYRjWo,2,"with gastrointestinal stromal tumor, patients opted for endoscopic therapy.
 The mass was identified in the upper to mid-osophagus, 25 cm from the central incisors.
 No varices were seen on further examination of the osophagus.
 A 4 mm injector force needle was used to create a large submucosal injection using blue boost lifting agent proximal to the mass."
videolXA1gUYRjWo,3,"create a large submucosal injection using blue boost lifting agent proximal to the mass.
 A longitudinal mucosal incision was then made using the hybrid T-type electrocal tree knife"
videolXA1gUYRjWo,4,"A longitudinal mucosal incision was then made using the hybrid T-type electrocautery knife 20 cm from the central incisors.
 The cutting current was the preset EndoCut Q mode and the coagulation setting"
videolXA1gUYRjWo,5,"incisors. The cutting current was the preset endocut Q mode and the coagulation setting
 was spray coag mode, effects 2 and 40 watts. Next, tunnel creation by submucosal dissection
 was performed with the focus on keeping the submucosal space as clean as possible. Carbon
 dioxide was used for insufflation in order to prevent pneumoperitoneum."
videolXA1gUYRjWo,6,"kuna mahali kwa kushulahia
 kwa hivyo kuwa kataka kwa kataka ni mtazama
 kwa hivyo umbolewa wa maku
 ambayo kutoka
 kwa kamilzwa mbaka mlii ya muskularis
 kutoka ya msingi zinahia
 bisili kisimwa mbaka
 ndio"
videolXA1gUYRjWo,7,"Kwa hivyo, piafanyo wa hivyo piafanyo ya mkosa.
 Kwa hivyo, mwisho ya mkosa alikuwa kwa hivyo.
 Kwa hivyo, mwisho ya mara mwisho ya mara mtoto alikuwa kwa hivyo."
videolXA1gUYRjWo,8,first the mucosal surface of the muscularis propria was dissected dissection begun at the distal portion proceeded to the left
videolXA1gUYRjWo,9,"was dissected
 away from the muscularis
 propria.
 We paid attention
 to free"
videolXA1gUYRjWo,10,"Kwa hivyo, niweza kutoka kuwa kutoka kwa mazuri.
 Kwa kuhusu kwa mazuri ya mazuri ya rusufagyo ni kamaa kwa kutoka."
videolXA1gUYRjWo,11,"oesophageal mass was intact throughout dissection.
 The attached bands of muscularis propria and the distal portion were carefully resected."
videolXA1gUYRjWo,12,"of muscularis propria at the distal portion were carefully resected.
 Water irrigation was used at this time in order to ensure better visualization for resection.
 The remaining attached bands of muscularis propria were carefully resected, ensuring
 complete and block resection.
 Afterwards the mass was suctioned into the cup and carefully retrieved."
videolXA1gUYRjWo,13,"Afterwards, the mass was suctioned into the cup and carefully retrieved, as shown here."
videolXA1gUYRjWo,14,
videolXA1gUYRjWo,15,
videolXA1gUYRjWo,16,and then sends to pathology for proof.
videolXA1gUYRjWo,17,"post resection and no perforation or bleeding was identified.
 The mucosal defect was completely closed with through the scope hemostatic clips."
videolXA1gUYRjWo,18,"was identified. The mucosal defect was completely closed with through the scope hemostatic clips
 in a longitudinal fashion beginning with approximation of the defect and the distal portion."
videolXA1gUYRjWo,19,"to the nail fashion, beginning with approximation of the defect and the distal portion.
 The patient was admitted overnight for monitoring post-procedure.
 Oesophagogram done the next morning showed no barium leak.
 Patient was started on diet and discharged in stable condition."
videolXA1gUYRjWo,20,"no barium leak. Patients were started on diet and discharged in stable condition.
 Final pathology revealed a well-circumscribed lesion with sheets of bland spindle cells
 with no appreciable mitotic activity extending to the area of cautery or artifacts.
 The lesion had an intact capsule, however, the pathologist could not comment on margins."
videolXA1gUYRjWo,21,"to the area of cautery or artefacts. The lesion had an intact capsule, however, the pathologist
 could not comment on margins.
 Oesophagogram four weeks later revealed a healed defect with scarring in the oesophagus."
videolXA1gUYRjWo,22,"Osofagogram four weeks later revealed a healed defect with scarring in the oesophagus.
 Gists are the most common mesenchymal tumour of the gastrointestinal tract.
 They account for less than 1% of gastrointestinal tumours, with 90% occurring in the stomach and small intestine.
 Less than 1% are seen in the oesophagus.
 Management options include surgery and tyrosine kinase inhibitors.
 However, endoscopic techniques are being increasingly favoured.
 STER is a promising option in the management of submucosal lesions in the oesophagus,
 as it provides accurate histopathologic assessment and curative therapy
 while maintaining the integrity of the gastrointestinal tract,
 provided that the oesophagus is in good condition.
 The third resection with intact capsule is achieved."
videogR7z-YyX9AU,0,"collecting mucus in the floor of the sinus cavity and getting the classic sumping effect that we
 sometimes see in sinuses that don't regain their mucociliary clearance. So the operation starts by
 using a curved artery clip to compress the head of the inferior turban up towards the natural os
 and then with the small iris scissors to release the inferior turban. The inferior turban is just
 placed out of the way then in a vertical position. Needlepoint diathermy now is going to be used
 to score out the mucosa that lies over this medial maxillary wall. The first incision one checks for
 this soft palate junction is almost at right angles and this anterior incision then runs at
 really a 45 degree angle anteriorly. That way it comes underneath the valve."
videogR7z-YyX9AU,1,"almost at right angles and this anterior incision then runs at really a 45 degree angle anteriorly.
 That way it comes underneath the valve to the nasolacrimal duct. Raising the mucosa
 here is very easily done off the floor first and then the wall itself as a secondary event."
videogR7z-YyX9AU,2,"duct. Raising the mucosa here is very easily done off the floor first and then the wall itself
 as a secondary event. Now if one has already come through all this tissue with the needle
 diathermy it should release easily but you can see here it's not quite cut all the way through
 so small irises will be used to excise it. The purpose of raising this mucosa is so that we can
 really cover any areas in the nose that we're going to remove or drill and whenever we create
 raw areas in the nose."
videogR7z-YyX9AU,3,"the purpose of raising this mucosa is so that we can really cover any areas in the nose that we're
 going to remove or drill and whenever we create raw areas in the nose we know that those areas
 especially when they're in airflow will take a long time to heal so covering raw areas is very
 important down kerosene can really happen anywhere as long as some sort of hole is made straight
 through"
videogR7z-YyX9AU,4,"time to heal. So covering raw areas is very important.
 Down kerosene can really happen anywhere as long as some sort of hole is made. Straight
 through biters are then used to remove the wall going posteriorly. I almost always use
 a drill in these cases so I'm not too worried about going all the way down to the bottom."
videogR7z-YyX9AU,5,"the wall going posteriorly I almost always use a drill in these cases so I'm not too worried about
 going all the way down to the bottom I just want to remove the the part that's easy to remove just
 with a straight through cut and then a back biter is used to come back and remove the part of the
 wall that's been exposed anterior to that down kerosene maneuver you're then just left with a
 simple mucosal soup and like we do in all our surgical techniques we take that mucosal soup
 and we use a debrider to remove it and just making sure we really get that all that exposed
 bone away you can see coming right up to the cut edge of our incision quad cut shaver here
 does a fantastic job of getting rid of the small bone"
videogR7z-YyX9AU,6,"of our incision quad cut shaver here does a fantastic job of getting rid of the small bone
 flakes without having to worry about it getting blocked and we're taking a biopsy here this is
 for the purpose of our histopathology recording and then we'll come back now and we'll give it
 a wash out and we'll go ahead and tidy it up one of the things we do need to do now is
 is trim the inferior turbinates being placed at a vertical angle so getting rid of all those
 little chunks is is worthwhile sometimes it comes cleaner than others we left this video
 relatively edited to show you how relatively straightforward this technique is the inferior
 turbinate then is placed at right angles across the back wall and we really want to take
 you"
videogR7z-YyX9AU,7,"this technique is. The inferior turbinate then is placed at right angles across the back wall
 and we really want to take it all off except for just the most posterior stump.
 The posterior stump is used because there is a small vessel in the posterior stump."
videogR7z-YyX9AU,8,"off except for just the most posterior stump. The posterior stump is used
 because there is a small vessel in the posterior stump and we don't want a
 situation where we're going to have a bleeding vessel exposed without soft
 tissue to remove it. Next here we're going to use a shaver and like I said
 just really trim that up. Trim it up enough so that we're going to be able to
 have a small bit of soft tissue to bipolar. There's just a small few vessels
 in that area."
videogR7z-YyX9AU,9,"There's just a small few vessels in that area.
 Now, this is the important thing about a maxillary sump surgery,
 in that many of these patients have quite big maxillary sinuses,
 and they have a big floor, or the floor of the maxillary sinus comes underneath the nasal cavity itself."
videogR7z-YyX9AU,10,"many of these patients have quite big maxillary sinuses and they have a big floor or the floor
 of the maxillary sinus comes underneath the nasal cavity itself. And so you can't just lay the flap
 over now. That is not enough. There is a large area here that you'll see in a moment that has
 a whole lot of mucosa underneath what we can see now. So this is quite a fair way away from being
 finished. And so what we end up doing now is we use a drill and we'll remove that bit of bone.
 Make sure the irrigation is working. There it's going now. And then we'll take this bone off. Now
 doing this anterior limit here first is very important because if you don't remove this,
 you can't really get your shaft into the rest of the sinus cavity. So we do the bit anterior first.
 Just means that the rest of our shaft, as we advance,
 our drill will actually be able to move into the sinus cavity without lifting up because an anterior
 lip of bone is pushing the shaft of the drill up. So start anteriorly and then move backwards.
 Obviously, the descending palatine nerve and artery are close here. As long as you can see a
 straight ridge there, you can take it and you don't have to go right up to it. You can go close
 to it and then just get a Blakesley forcep and twist off the edge at the end. But look at that.
 Look how much mucosa now has been exposed.
 Underneath that shelf of bone and it really"
videogR7z-YyX9AU,11,"close to it and then just get a blakesley forcep and twist off the edge at the end but look at that
 look how much mucosa now has been exposed underneath that shelf of bone and it really didn't take long
 to remove it and i'll show you here in a moment well this is often the most diseased part of the
 sinus cavity this is the sump and it is the very sump the bottom of the pit the bottom of the sinus"
videogR7z-YyX9AU,12,"moment. Well, this is often the most diseased part of the sinus cavity. This is the sump,
 and it is the very sump, the bottom of the pit, the bottom of the sinus, the most gravity-dependent
 area where when mucociliary failure occurs and there's an inability of mucus to clear
 from the sinus, this is often where it affects."
videogR7z-YyX9AU,13,"area where when mucociliary failure occurs and there's an inability of mucus to clear from the
 sinus, this is often where it affects the sinus the most. You get sort of chronic discharge,
 crusting and secretions are sitting in the floor of the maxillary sinus. So when it hangs over here,
 you know, into the nasal wall itself, we'll often just free it up and just get rid of it
 because we're going to lay our mucosa that we've raised previously over this area.
 So you can see there just with a ball probe raising it up, you can see it's very thickened
 and chunky. And there you go. And then maybe just come back in with a..."
videogR7z-YyX9AU,14,"area. So you can see there just with a ball probe raising it up you can see it's very thickened and
 chunky and there you go and then maybe just come back in with a curve sucker we can tidy it up
 take it right down so we can see the floor of the sinus cavity and you can even remove the mucosa
 from the floor and just obliterate the floor if it's very very deep but in this case I think it's
 going to work very well but look how far across towards the midline the maxillary sinus actually
 becomes compared to what we first saw and so here now we're going to lay our flap down we're
 just making sure that at least on the on the medial edge that this is not obvious."
videogR7z-YyX9AU,15,"compared to what we first saw. And so here now we're going to lay our flap down and just making
 sure that at least on the medial edge that there's not obvious large bits of mucosa left behind
 because when we lay our flap down we want it to sit nicely into that area. And if we're lucky we
 will actually get a bit of fibrosis and this pit will blunten off a little bit and the shallower
 it becomes the better it is actually for the patient and for the function. You know we don't
 want a big sump or a big pit there but that looks really nice. That's a situation in which
 the mucosa is going to lay."
videogR7z-YyX9AU,16,"the better it is actually for the patient and for the function.
 We don't want a big sump or a big pit there, but that looks really nice.
 That's a situation in which the mucosa is going to lay down very nicely. We'll give"
videogR7z-YyX9AU,17,"out here and we're getting close to the end. And you can see this whole procedure really
 took less than 10 minutes. Once you factor in, you know, preparation and the fact that
 I've edited out one or two sections where we're preparing the nose. Let's have a look
 here. There's our mucosal flap. Now, a lot of people ask, how do we dress this? It's
 actually, it's not a big operation. Maybe this amount of tissue here is that we manipulate"
videogR7z-YyX9AU,18,"There's our mucosal flap. Now, a lot of people ask, how do we dress this? It's actually not
 a big operation. Maybe this amount of tissue here that we manipulate is maybe the size
 of a 20-cent Australian piece or an American quarter.
 So there's our nice, we've got almost mucosa to mucosa apposition, and then we just place"
videogR7z-YyX9AU,19,"maybe the size of a 20 cent Australian piece or an American quarter and so there's our nice we've
 got almost mucosa to mucosa apposition and then we just place some carboxycellulose foam in this
 case nasopore and just putting a bit of foam there it does a couple of things it just helps
 to keep the flap right and the other thing too is it just covers some of the tissue from the
 drying effects of the air you know we shift 22 000 liters a day every day"
Wo90bqiI5BQ,0,"Peptic ulcers are the most common cause of upper gastrointestinal bleeding.
 In most cases, the arterial diameters in bleeding ulcers measure less than 2 mm, but can be up to 3.45 mm."
Wo90bqiI5BQ,1,"the arterial diameters in bleeding ulcers measure less than 2 millimeters
 but can be up to 3.45 millimeters the endoscopic appearance of an ulcer
 provides important prognostic information endoscopic intervention is
 indicated in active bleeding non bleeding visible vessel and active
 bleeding or visible vessel exposed after adherent clot removal this is a clean
 based gastric ulcer"
Wo90bqiI5BQ,2,"This is a clean-based gastric ulcer.
 In general, flat, pigmented spots are better visualized under digital chromoendoscopy, such as narrowband imaging ."
Wo90bqiI5BQ,3,"General, flat, pigmented spots are better visualized under digital chromoendoscopy, such as narrowband imaging, NBI."
Wo90bqiI5BQ,4,
Wo90bqiI5BQ,5,"Within this posterior bulb ulcer, a flat pigmented spot can be seen."
Wo90bqiI5BQ,6,"Within this posterior bulb ulcer, a flat pigmented spot can be seen."
Wo90bqiI5BQ,7,"In this patient, a large ulceration with an adherent clot can be seen at the gastric angularis."
Wo90bqiI5BQ,8,"patient, a large ulceration with an adherent clot can be seen at the gastric angularis.
 Direct endoscopic suction, clot removal with a snare or biopsy forceps should be attempted
 to remove the adherent clot."
Wo90bqiI5BQ,9,"Once the clot is removed, any major stigmata of bleeding in the ulcer base must be ruled out."
Wo90bqiI5BQ,10,"Once the clot is removed, any major stigmata of bleeding in the ulcer base must be ruled out.
 A visible vessel is seen within the ulcer base."
Wo90bqiI5BQ,11,"For actively bleeding ulcers, many experts advocate pre-injury"
Wo90bqiI5BQ,12,"For actively bleeding ulcers, many experts advocate pre-injection in four quadrants to achieve temporary hemostasis and better visualization."
Wo90bqiI5BQ,13,Injection therapy delivers temporary local tamponade and vasoconstriction.
